Nom,Code
 JUMANDY          ,SEJD
 LAGO AGRIO       ,SELA
 LAGO AGRIO       ,SENL
 LATACUNGA/COTOPA ,SELT
 LIMONCOCHA       ,SELI
 MACARA/J.M.VELAS ,SEMA
 MACAS            ,SEMC
 MACHALA/GEN SERR ,SEMH
 MANTA/ELOY ALFAR ,SEMT
 PASTAZA/RIO AMAZ ,SEPA
 PORTOVIEJO/REALE ,SEPV
 QUITO/MARISCAL S ,SEQU
 QUITO/NEW INTL   ,SEQM
 RIOBAMBA/CHIMBOR ,SERB
 SALINAS/GEN ULPI ,SESA
 SAN CRISTOBAL IS ,SEST
 SAN CRISTOBAL    ,SEGS
 SAN LORENZO      ,SESL
 SANTA ROSA       ,SERO
 SANTO DOMINGO    ,SESD
 SHELL MERA/AMAZO ,SESM
 TACHINA          ,SETN
 TAURA (EQ-AFB)   ,SETA
 TIPUTINI         ,SETI
 TULCAN/EL ROSAL  ,SETU
 ANDAHUAYLA       ,SPHY
 ANTA/HUARAZ      ,SPHZ
 AREQUIPA/RODRIGU ,SPQU
 ATALAYA          ,SPAY
 AYACUCHO/CORONEL ,SPHO
 CAJAMARCA/REVORE ,SPJR
 CARAVELI         ,SPVL
 CESAR TORQUE POD ,SPEQ
 CHACHAPOYAS      ,SPPY
 CHICLAYO/CAPT JO ,SPHI
 CHIMBOTE/TENIENT ,SPEO
 CUZCO/VELAZCO AS ,SPZO
 HUANCAYO         ,SPHU
 HUANUCO/ALFEREZ  ,SPNC
 ILO              ,SPLO
 IQUITOS/SECADA   ,SPQT
 JAUJA            ,SPJJ
 JUANJUI          ,SPJI
 JULIACA          ,SPJL
 LAS PALMAS (MIL) ,SPLP
 LIMA/JORGE CHAVE ,SPIM
 LIMA/JORGE CHAVE ,SPJC
 MOLLENDO         ,SPDO
 MOYOBAMBA        ,SPBB
 NAZCA REICHE APT ,SPZA
 PARAMONGA        ,SPPG
 PISCO (CIV/MIL)  ,SPSO
 PIURA/CAPT CONCH ,SPUR
 PUCALLPA (CIV/MI ,SPCL
 PUERTO MALDONADO ,SPTU
 QUINCEMIL        ,SPIL
 RIOJA            ,SPJA
 SAN JUAN DE MARC ,SPJN
 TACNA/CIRIANI    ,SPTN
 TALARA/CAPT MONT ,SPYL
 TARAPOTO         ,SPST
 TINGO MARIA      ,SPGM
 TRUJILLO/MARTINE ,SPRU
 TUMBES/PEDRO CAN ,SPME
 YURIMAGUAS/MOISE ,SPMS
 ZORRITOS         ,SPOS
 ALCANTARI        ,SLAL
 APOLO            ,SLAP
 ASCENCION GUARAY ,SLAS
 CAMIRI           ,SLCA
 CHARANA          ,SLCN
 COBIJA           ,SLCO
 COCHABAMBA/JORGE ,SLCB
 CONCEPCION       ,SLCP
 GUAYARAMERIN     ,SLGY
 LA PAZ/JFK INTL  ,SLLP
 MAGDALENA        ,SLMG
 ORURO/JUAN MENDO ,SLOR
 POTOSI/ROJAS     ,SLPO
 PUERTO SUAREZ/SA ,SLPS
 REYES            ,SLRY
 RIBERALTA        ,SLRI
 ROBORE (CIV/MIL) ,SLRB
 RURRENABAQUE     ,SLRQ
 SAN BORJA/CAPT G ,SLSB
 SAN IGNACIO DE M ,SLSM
 SAN IGNACIO DE V ,SLSV
 SAN IGNACIO VELA ,SLSI
 SAN JAVIER       ,SLJV
 SAN JOAQUIN      ,SLJO
 SAN JOSE         ,SLJE
 SANTA ANA DE YAC ,SLSA
 SANTA CRUZ/EL TR ,SLET
 SUCRE/JUANA AZUR ,SLSU
 TARIJA/CAPT ORIE ,SLTJ
 TRINIDAD/JORGE H ,SLTR
 VALLEGRANDE      ,SLVG
 VILLA MONTES/RAF ,SLVM
 VIRU VIRU INTL A ,SLVR
 YACUIBA          ,SLYA
 REGIONAL DE ARAC ,SBAC
 AFONSOS ARPT (MI ,SBAF
 ALBACORA P25 OIL ,SBLB
 ALTA FLORESTA    ,SBAT
 ALTAMIRA         ,SBHT
 AMAPA AIRPORT    ,SBAM
 ANAPOLIS (BRAZ-A ,SBAN
 ARACAJU/SANTA MA ,SBAR
 ARACATUBA        ,SBAU
 ARARAQUARA       ,SBAQ
 ARAXA            ,SBAX
 ASSIS            ,SBAS
 BAGE/CMDT KRAEME ,SBBG
 BARBACENA (CIV/M ,SBBQ
 BARCELOS         ,SWBC
 BARRETOS         ,SBBT
 BAURU            ,SBBU
 BELEM/VAL DE CAE ,SBBE
 BELO HORIZONTE   ,SBPR
 BELO HORIZ/PAMPU ,SBBH
 BELO HORIZ/TANCR ,SBCF
 BENJAMIN CONSTAN ,SBBC
 BERRA DO GARCAS  ,SBBW
 BOA VISTA (CIV/M ,SBBV
 BOCADOACRE       ,SBBA
 BOM JESUS DA LAP ,SBLP
 BRASILIA (CIV/MI ,SBBR
 BUZIOS/MODIANO   ,SBBZ
 CABO FRIO        ,SBCB
 CACADOR          ,SBCD
 CACHIMBO-IN-PAR  ,SBXI
 CACHIMBO         ,SBCC
 CAMPINA GRANDE   ,SBKG
 CAMPINAS/VIRACOP ,SBKP
 CAMPO GRANDE INT ,SBCG
 CAMPOS/BARTOLOME ,SBCP
 CARAJAS/MARABA   ,SBCJ
 CARAUARI         ,SBUI
 CARAVELAS AIRPOR ,SBCV
 CAROLINA AIRPORT ,SBCI
 CASCAVEL         ,SBCA
 CAXIAS DO SUL    ,SBCX
 CHAPECO          ,SBCH
 CMP D GOITACAZES ,SBFS
 CONCEICAO ARAGUA ,SBAA
 CORUMBA INTL ARP ,SBCR
 CRUZEIRO DO SUL  ,    
 CRUZEIRO DO SUL  ,SBCZ
 CUIABA/MARECHAL  ,SBCY
 CURITIBA/AFONSO  ,SBCT
 CURITIBA/BACACHE ,SBBI
 EDUARDO GOMES IN ,SBEG
 EIRUNEPE         ,SBER
 FERNANDO DE NORO ,SBFN
 FLORIANOPOLIS AR ,SBFL
 FORQUILHINHA     ,SBCM
 FORTALEZA/PINTO  ,SBFZ
 FOZ DO IGUACU AR ,SBFI
 FRONTEIRA        ,SBFT
 FURNAS (PRIVATE) ,SBFU
 GALEAO/RIO(CIV/M ,SBGL
 GAMA             ,SBGA
 GAVIAO PEIXOTO   ,SBGP
 GOIANIA/SANTA GE ,SBGO
 GOV VALADARES    ,SBGV
 GUAJARA MIRIM    ,SBGM
 GUARAPUAVA       ,SBGU
 GUARATINGUETA (M ,SBGW
 GUARULHOS (CIV/M ,SBGR
 IAUARETE (PRIVAT ,SBYA
 ILHEUS AIRPORT   ,SBIL
 IMPERATRIZE      ,SBIZ
 ITACOATIARA      ,SBIC
 ITAITUBA         ,SBIH
 ITUMBIARA        ,SBIT
 JACAREACANGA     ,SBEK
 JOAO PESSOA/PRES ,SBJP
 JOINVILLE        ,SBJV
 JUAZEIRO D NORTE ,SBJU
 JUIZ FORA/FRANCI ,SBJF
 LABREA           ,    
 LAGES            ,SBLJ
 LAGOA SANTA(CV/M ,SBLS
 LEITE LOPES/RIBE ,SBRP
 LENCOIS CHAPADA  ,SBLE
 LINS             ,SBLN
 LONDRINA AIRPORT ,SBLO
 MACAE            ,SBME
 MACAPA INTL AIRP ,SBMQ
 MACEIO/CAMPO PAL ,SBMO
 MANAUS/PONTA PEL ,SBMN
 MANICORE         ,SBMY
 MARABA           ,SBMA
 MARILIA          ,SBML
 MARINGA          ,SBMG
 MARLIM P20 OIL   ,SBMM
 MARTE (CIV/MIL)  ,SBMT
 MINACU           ,SBMC
 MONTE DOURADO    ,SBMD
 MONTEIRO         ,SBJE
 MONTES CLAROS    ,SBMK
 MOSSORO          ,SBMS
 NATAL/AUGUSTO SE ,SBNT
 NATAL            ,SBSG
 NAVEGANTES       ,SBNF
 OIAPOQUE         ,SBOI
 ORIXIMINA        ,SBTB
 PALMAS           ,SBPJ
 PARINTINS        ,SWPI
 PARNAIBA AIRPORT ,SBPB
 PASSO FUNDO/LAUR ,SBPF
 PAULO AFONSO     ,SBUF
 PELOTAS          ,SBPK
 PETROLINA AIRPOR ,SBPL
 PIRANA P15 OIL   ,SBEC
 PIRASSUNUNGA/CAM ,SBYS
 POCOS DE CALDAS  ,SBPC
 PONTA GROSSA     ,SBPG
 PONTA PORA INTL  ,SBPP
 PORTO ALEGRE/CAN ,SBCO
 PORTO ALEGRE/SAL ,SBPA
 PORTO DE MOZ     ,SBMZ
 PORTO NACIONAL A ,SBPN
 PORTO SEGURO     ,SBPS
 PORTO URUCU      ,SBUY
 PORTO VELHO(CV/M ,SBPV
 PRESIDENTE PRUDE ,SBDN
 RECIFE/GUARARAPE ,SBRF
 RESENDE          ,SBRS
 RIO BRANCO/MEDIC ,SBRB
 RIO GRANDE       ,SBRG
 RIO/JACAREPAGUA  ,SBJR
 SALVADOR/DOIS JU ,SBSV
 SANTA CRUZ (MIL) ,SBSC
 SANTA ISABEL MOR ,SBSY
 SANTA MARIA(CV/M ,SBSM
 SANTAREM INTL AR ,SBSN
 SANTO ANGELO ARP ,SBNM
 SANTOS (BRAZ-AFB ,SBST
 SANTOS DUMONT/RI ,SBRJ
 SAO CARLOS(PRIVA ,SBSA
 SAO GABRIEL CACH ,SBUA
 SAO JOSE DOS CAM ,SBSJ
 SAO JOSE PRETO   ,SBSR
 SAO LUIS/MARECHA ,    
 SAO LUIS/MARECHA ,SBSL
 SAO PAULO/CONGON ,SBSP
 SAO PEDRO DA ALD ,SBES
 SAO ROQUE/S. PAU ,SBRQ
 TABATINGA INTL A ,SBTT
 TARAUACA         ,SBTK
 TAUBATE (BASE)   ,SBTA
 TEFE             ,SBTF
 TELEMACO BORBA   ,SBTL
 TERESINA AIRPORT ,SBTE
 TIRIOS           ,SBTS
 TOLEDO           ,SBTD
 TORRES           ,SBTR
 TUCURUI          ,SBTU
 UBERABA          ,SBUR
 UBERLANDIA       ,SBUL
 UNA HOTEL TRANSA ,SBTC
 URUBUPUNGA/CASTI ,SBUP
 URUGUAIANA/RUBEM ,SBUG
 USIMINAS/PARAISO ,SBIP
 VARGINHA         ,SBVG
 VILHENA          ,SBVH
 VITORIA DA CONQU ,SBQV
 VITORIA/GOIABEIR ,SBVT
 XAVANTINA        ,SBXV
 ASUNCION/SILVIO  ,SGAS
 CABALLERO        ,SGPJ
 CONCEPCION/MARIS ,SGCO
 ENCARNACION      ,SGEN
 FILADELFIA       ,SGFI
 GUARANY          ,SGES
 MARISCAL ESTIGAR ,SGME
 NUEVA ASUNCION   ,SGNA
 PILAR            ,SGPI
 POZO COLORADO    ,SGPC
 PUERTO CASADO    ,SGLV
 SALTO DEL GUAIRA ,SGGR
 SAN JUAN BATISTA ,SGSJ
 SAN PEDRO        ,SGSP
 VILLARRRICA      ,SGVR
 ARTIGAS          ,SUAG
 CAPITAN CORBETA  ,SULS
 CARRASCO (CIV/MI ,SUMU
 COLONIA SACRAMEN ,SUCA
 DURAZNO/SANTA BE ,SUDU
 MALDONADO/PUNTA  ,SUPE
 MELILLA/ANGEL S. ,SUAA
 MELO/CERRO LARGO ,SUMO
 MERCEDES/RICARDO ,SUME
 PAYSANDU         ,SUPU
 RIVERA           ,SURV
 SALTO            ,SUSO
 TACUAREMBO       ,SUTB
 TREINTA Y TRES   ,SUTR
 ALTO PALENA      ,SCAP
 ANCUD/PUPELDE    ,SCAC
 ANTOFAGASTA/CERR ,SCFA
 ARICA/CHACALLUTA ,SCAR
 BALMACEDA        ,SCBA
 BERNADO OHIGGINS ,SCBO
 CABO JUAN ROMAN  ,SCAS
 CALAMA/EL LOA    ,SCCF
 CAPT FUENTES MAR ,SCFM
 CASTRO/GAMBOA    ,SCST
 CHAITEN          ,SCTN
 CHANARAL         ,SCRA
 CHILE CHICO      ,SCCC
 CHILLAN/GEN BERN ,SCCH
 COCHRANE         ,SCHR
 CONCEPCION/CARRI ,SCIE
 COPIAPO/CHAMONAT ,SCHA
 COYHAIQUE/TENIEN ,SCCY
 CURICO/GEN FREIR ,SCIC
 DE LA INDEPENDEN ,SCRG
 DESIERTO ATACAMA ,SCAT
 EASTER ISLAND    ,SCIP
 EL BELLOTO (MIL) ,SCBL
 EL BOSQUE (MIL)  ,SCBQ
 EULOGIO SANCHEZ  ,SCTB
 FUTALEUFU        ,SCFT
 GUARDIAMARINA    ,SCGZ
 IQUIQUE/DIEGO AR ,SCDA
 LA SERENA/LAFLOR ,SCSE
 LOS CERRILLOS    ,SCTI
 MARIA DOLORES    ,SCGE
 MELINKA ARPT     ,SCMK
 MONOPULLI        ,SCPQ
 OSORNO/CANAL BAJ ,SCJO
 PUDAHUEL/ARTURO  ,SCEL
 PUERTO MONTT/TEP ,SCTE
 PUNTA ARENAS/PRE ,SCCI
 QUELLON          ,SCON
 QUINTERO (MIL)   ,SCER
 ROBINSON CRUSOE  ,SCIR
 RODELILLO        ,SCRD
 SANTO DOMINGO    ,SCSN
 SEGUNDO CORRAL A ,SCSR
 TEMUCO/MAQUEHUE  ,SCTC
 TEMUCO           ,SCQP
 TENIENTE GALLARD ,SCNT
 TENIENTE R MARSH ,SCRM
 VALDIVIA/PICHOY  ,SCVD
 VALLENAR         ,SCLL
 VINA DEL MAR     ,SCVM
 AEROPARQUE(CIV/M ,SABE
 ALTO RIO SENGUER ,SAVR
 AZUL AIRPORT     ,SAZA
 BAHIA BLANCA     ,SAZB
 BOLIVAR          ,SAZI
 BUENOS AIRES/EZE ,SAEZ
 BUENOS AIRES/MOR ,SADM
 BUENOS AIRES (OB ,SABA
 CATAMARCA AIRPOR ,SANC
 CERES            ,SANW
 CHAPELCO         ,SAZY
 CHEPES           ,SACP
 CHILECITO        ,SANO
 COMODORO RIVADAV ,SAVC
 CONCORDIA/PIERRE ,SAAC
 CORDOBA AIRPORT  ,SACO
 CORRIENTES AIRPO ,SARC
 CURUZU CUATIA AR ,SATU
 DOLORES AIRPORT  ,SAZD
 DON TORCUATO ARP ,SADD
 EL BOLSON AERO   ,SAVB
 El CALAFATE      ,SAWC
 EL MAITEN        ,SAVD
 EL PALOMAR AIRPO ,SADP
 EL TEHUELCHE     ,SAVY
 EL TURBIO/RIO TU ,SAWT
 ESQUEL AIRPORT   ,SAVE
 FORMOSA AIRPORT  ,SARF
 GENERAL PICO ARP ,SAZG
 GOBERNADOR GORDI ,SACT
 GOBERNADOR GREGO ,SAWR
 GOYA             ,SATG
 GUALEGUAYCHU ARP ,SAAG
 IGUAZU/CATARATAS ,SARI
 JACHAL           ,SAMJ
 JUJUY AIRPORT    ,SASJ
 JUNIN AIRPORT    ,SAAJ
 LABOULAYE        ,SAOL
 LA CUMBRE        ,SACC
 LAGO ARGENTINO A ,SAWA
 LA PLATA AIRPORT ,SADL
 LA QUIACA OBSERV ,SASQ
 LA RIOJA/CAPT VI ,SANL
 LAS LOMITAS      ,SATK
 MALARGUE AIRPORT ,SAMM
 MARCOS JUAREZ AR ,SAOM
 MAR DEL PLATA AR ,SAZM
 MARIANO MORENO   ,SADJ
 MENDOZA/EL PLUME ,SAME
 MERCEDES         ,SATM
 MONTE CASEROS AR ,SARM
 MONTE QUEMADO    ,SACQ
 NECOCHEA AIRPORT ,SAZO
 NEUQUEN AIRPORT  ,SAZN
 ORAN AIRPORT     ,SASO
 PARANA/GEN URQUI ,SAAP
 PASO DE INDIOS   ,SAVP
 PASO DE LOS LIBR ,SARL
 PEHUAJO/CMDR ZAN ,SAZP
 PERITO MORENO AR ,SAWP
 PIGUE AIRPORT    ,SAZE
 PILAR OBSERVATOR ,SACI
 POSADAS AIRPORT  ,SARP
 PRESIDENT R S PE ,SARS
 PUERTO DESEADO A ,SAWD
 RECONQUISTA      ,SATR
 RESISTENCIA AIRP ,SARE
 RIO COLORADO     ,SAZQ
 RIO CUARTO AIRPO ,SAOC
 RIO GALLEGOS ARP ,SAWG
 RIO GRANDE AIRPO ,SAWE
 RIO MAYO         ,SAWM
 RIVADAVIA        ,SASR
 ROSARIO AIRPORT  ,SAAR
 SALTA AIRPORT    ,SASA
 SAN ANTONIO OEST ,SAVO
 SAN CARLOS BARIL ,SAZS
 SAN CARLOS       ,SAMS
 SAN FERNANDO     ,SADF
 SAN JUAN AIRPORT ,SANU
 SAN JULIAN AIRPO ,SAWJ
 SAN LUIS AIRPORT ,SAOU
 SAN MARTIN       ,SAMI
 SAN RAFAEL AIRPO ,SAMR
 SANTA CRUZ AIRPO ,SAWU
 SANTA ROSA AIRPO ,SAZR
 SANTIAGO DEL EST ,SANE
 SAUCE VIEJO AIRP ,SAAV
 TANDIL AIRPORT   ,SAZT
 TARTAGAL AIRPORT ,SAST
 TERMAS DE RIO HO ,SANR
 TINOGASTA        ,SANI
 TRELEW/ALMIRANTE ,SAVT
 TRES ARROYOS     ,SAZH
 TUCUMAN/TENIENTE ,SANT
 USHUAIA (ARG-NAV ,SAWH
 USPALLATA        ,SAMU
 VIEDMA/CASTELLO  ,SAVV
 VILLA DOLORES AR ,SAOD
 VILLA GESELL     ,SAZV
 VILLAGUAY        ,SAAU
 VILLA MARIA DEL  ,SACV
 VILLA REYNOLDS A ,SAOR
 MOUNT PLEASANT   ,EGYP
 STANLEY AIRPORT  ,SFAL
 JOHAN A. PENGEL  ,SMJP
 NICKERIE FERNAND ,SMNI
 PARAMARIBO       ,SMZO
 SIPALIWINI       ,SMSI
 STOELMANSEILAND  ,SMST
 TAFELBERG/RUDI K ,SMTB
 ZANDERY/PARAMARI ,SMZY
 AASIAAT/EGEDESMI ,BGAA
 ANGISSOQ (AUT)   ,BGAS
 ANGMAGSSALIK     ,BGAM
 APUTITEQ ADS (AU ,BGAT
 CAPE TOBIN (AUT) ,BGKT
 CHRISTIANHAB(POR ,BGCH
 CONSTABLE POINT  ,BGCO
 DANEBORG (AUT)   ,BGDB
 DANMARKSHAVN (PO ,BGDH
 DUNDAS           ,BGDU
 EGEDESMINDE/AUSI ,BGEM
 FREDERIKSDAL     ,BGFD
 FREDERIKSHAB (PO ,BGFH
 GODHAVN (PORT)   ,BGGN
 GODTHAB (PORT)   ,BGGH
 GRONNEDAL        ,BGGD
 HOLSTEINSBORG    ,BGHB
 IKATEQ           ,BIKA
 JAKOBSHAVN (PORT ,BGJN
 JULIANEHAB (PORT ,BGJH
 KULUSUK AIRPORT  ,BGKK
 MANIITSOQ        ,BGMQ
 MARRAK POINT     ,BMKA
 MESTERS VIG      ,BGMV
 NANORTALIK       ,BGNN
 NARSSAQ          ,BGNS
 NARSSARSSUAQ     ,BGBW
 PAAMIUT          ,BGPT
 PRINS CHRISTIAN  ,BGPC
 QAANAAQ          ,BGQQ
 SCORESBYSUND     ,BGSC
 SISIMIUT         ,BGSS
 SONDRE STROMFJOR ,BGSF
 SUKKERTOPPEN     ,BGST
 THULE AB         ,BGTL
 TINGMIARMIUT     ,BGTM
 UPERNAVIK AWS (A ,BGUP
 UPERNAVIK        ,BGUK
 UUMMANNAQ/QAARSU ,BGUQ
 WALRUS BAY       ,    
 AKUREYRI         ,BIAR
 BILDUDALUR       ,BIBD
 EGILSSTADIR      ,BIEG
 GJOGUR           ,BIGJ
 GRIMSEY ISLAND   ,BIGR
 HJARDARNES/HORNA ,BIHN
 HUSAVIK          ,BIHU
 HVALLATUR        ,    
 ISAFJOROUR       ,BIIS
 KEFLAVIK (CIV/MI ,BIKF
 RAUFARHOFN       ,BIRG
 REYKJAVIK (NOTAM ,BIRK
 SAUOARKROKUR     ,BIKR
 SKJALDTHINGSSTAD ,BIVO
 STYKKISHOLMUR    ,BIST
 THORSHOFN        ,BITN
 VESTMANNAEYJAR ( ,BIVM
 ANTWERP/DEURNE   ,EBAW
 BALEN-KEIHEUVEL  ,EBKH
 BEAUVECHAIN (BAF ,EBBE
 BERTRIX (BEL-AFB ,EBBX
 BIERSET/LIEGE (C ,EBLG
 BIERSET/LIEGE (M ,EBLH
 BRASSCHAAT (MIL) ,EBBT
 BRUSSELS (MIL)   ,EBWM
 BRUSSELS NATIONA ,EBBR
 CHARLEROI/GOSSEL ,EBCI
 CHIEVRES AB      ,EBCV
 ELSENBORN (MIL)  ,EBLB
 FLORENNES (BEL-A ,EBFS
 GENK/ZWARTBERG   ,EBZW
 GENT/INDUSTRY ZO ,EBGT
 GOETSENHOVEN (MI ,EBTN
 GRIMBERGEN       ,EBGB
 HASSELT KIVIT    ,EBZH
 HOEVENEN         ,EBHN
 KLEINE-BROGEL(BA ,EBBL
 KOKSIJDE (BEL-AF ,EBFN
 KORTRIJK         ,EBKT
 MAUBRAY          ,EBTY
 MELSBROEK (BEL-A ,EBMB
 MUNTE (MIL)      ,EBMT
 OOSTENDE AIRPORT ,EBOS
 SAINT HUBERT     ,EBSH
 SAINT HUBERT (MI ,EBSU
 SCHAFFEN         ,EBDT
 SEMMERZAKE (MIL) ,EBSZ
 SPA/LA SAUVENIER ,EBSP
 ST. TRUIDEN (BAF ,EBST
 UCCLE/UKKLE      ,    
 WEELDE (MIL)     ,EBWE
 AACHEN/MERZBRUCK ,ETBA
 AHLHORN (GER-AFB ,ETNA
 ALLSTEDT         ,EDBT
 ALTENBURG-NOBITZ ,EDAC
 ALTENSTADT/SCHON ,ETHA
 AUGSBURG/MULHAUS ,EDMA
 BABENHAUSEN(USA  ,EDEF
 BAD KREUZNACH AA ,ETEH
 BAUMHOLDER (USA  ,EDEK
 BAYREUTH         ,EDQD
 BERGEN/HOHNE     ,EDZB
 BERGEN (MIL)     ,ETGB
 BERLIN/SCHONEFE  ,ETBS
 BERLIN/BRANDERNB ,EDDB
 BERLIN/TEGEL (FA ,EDDT
 BERLIN/TEMPELHOF ,EDDI
 BERLIN/TEMPLEHO  ,EDBB
 BRAUNSCHWEIG     ,EDVE
 BREMEN           ,EDDW
 BRUGGEN (RAF)    ,ETUR
 BUCKEBURG(GER-AR ,ETHB
 BUECHEL          ,ETSB
 BUTZWEILERHOF (B ,ETBB
 CELLE (GER-ARMY) ,ETHC
 CHEMNITZ         ,    
 COCHSTEDT ARPT   ,EDBC
 COLEMAN (USA-AF) ,ETOR
 COTTBUS (FLUGPLA ,ETHT
 DESSAU           ,EDAD
 DIEPHOLZ (GER-AF ,ETND
 DONAUESCHINGEN   ,EDTD
 DORTMUND/WICKEDE ,EDLW
 DRESDEN/KLOTZSCH ,EDDC
 DUESSELDORF      ,EDDL
 EGELSBACH        ,EDFE
 EGGEBEK (GER-NAV ,ETME
 EMDEN-KOENIGSPO  ,EDWE
 ERDING (GER-AFB) ,ETSE
 ERFURT/BINDERSLE ,EDDE
 ESSEN            ,EDLE
 ESSEN/MULHEIM    ,EDZE
 FASSBERG (GER-AF ,ETHS
 FEUCHT (USA-AF)  ,EDIG
 FRANKFURT MAIN A ,EDDF
 FRIEDRICHSHAFEN  ,EDNY
 FRITZLAR (GER-AR ,ETHF
 FUERSTENFELDBRUC ,ETSF
 FURSTENZELL      ,    
 GAERMERSDORF     ,EDZH
 GEILENKIRCHEN(NA ,ETNG
 GIEBELSTADT(USA- ,ETEU
 GIESSEN (USA-HP  ,EDIA
 GRAFENWOEHR      ,ETIC
 GRAFENWOHR (USA  ,EDIC
 GREIFSWALD       ,    
 GUETERSLOH (RAF) ,ETUO
 HAHN             ,EDFH
 HAMBURG/FINKENWE ,EDHI
 HAMBURG/FUHLSBUT ,EDDH
 HANAU (USA-AF)   ,ETID
 HANNOVER         ,EDDV
 HANNOVER         ,EDVV
 HEIDELBERG (USA- ,ETIE
 HERINGSDORF      ,EDAH
 HOF              ,EDQM
 HOHENFELS (USA-A ,ETIH
 HOHENFELS (USAF) ,EDIH
 HOHENPEISSENBERG ,    
 HOHN (GER-AFB)   ,ETNH
 HOLZDORF         ,ETSH
 HOPSTEN (GER-AFB ,ETNP
 IDAR/OBERSTEIN   ,EDZJ
 IDAR-OBERSTEIN(M ,ETGI
 ILLESHEIM (USA-A ,ETIK
 ILLESHEIM (USAF) ,EDIK
 INGOLSTADT(GER-M ,ETSI
 ITZEHOE          ,EDHF
 ITZEHOE (GER-ARM ,ETHI
 JEVER (GER-AFB)  ,ETNJ
 KALKAR (MIL COMM ,ETGY
 KARLSRUHE/BADEN  ,EDSB
 KASSEL/CALDEN    ,EDVK
 KATTERBACH (USA- ,ETEB
 KIEL/HOLTENAU CI ,EDHK
 KIEL/HOLTENAU(G  ,EDCK
 KIEL/HOLTENAU(GN ,ETMK
 KITZINGEN (USA-A ,ETIN
 KOELN/BONN       ,EDDK
 KONSTANZ         ,EDTZ
 KUEMMERSBRUCK    ,ETGK
 LAAGE            ,ETNL
 LAARBRUCH (RAF)  ,ETUL
 LAHR (CAN-AFB)   ,EDTL
 LANDSBERG (GER-A ,ETSA
 LAUPHEIM (GER-AR ,ETHL
 LECHFELD (GER-AF ,ETSL
 LEIPZIG/SCHKEUDI ,EDDP
 LEMWERDER        ,EDWD
 LINDENBERG       ,    
 LUEBECK/BLANKENS ,EDHL
 MAGDEBURG        ,EDBM
 MANNHEIM         ,EDFM
 MARIENLEUCHTE(MI ,ETML
 MEIERWIK         ,ETGG
 MEININGEN        ,    
 MEMMINGEN ALLGAU ,EDJA
 MEMMINGEN (GER-A ,ETSM
 MENDIG (GER-ARM  ,EDPN
 MENDIG (GER-ARMY ,ETHM
 MEPPEN           ,ETWM
 MEPPEN (MIL)     ,ETGM
 MESSSTETTEN      ,ETGZ
 MONCHENGLADBACH  ,EDLN
 MUENCHEN/OBERSCH ,    
 MUENSTER/OSNABRU ,EDDG
 MUENSTER/OSNABRU ,EDLG
 MUNICH-FLUGHAFEN ,EDDM
 MUNICH-RIEM EDDM ,    
 NEUBURG/DONAU    ,ETSN
 NEUHAUSEN OB EC  ,EDPH
 NIEDERRHEIN      ,EDLV
 NIEDERSTETTEN (G ,ETHN
 NOERVENICH (GAF) ,ETNN
 NORDHOLZ (GER-NA ,ETMN
 NORDHORN RANGE   ,ETUN
 NORVENICH (GER-  ,EDNN
 NUERNBERG        ,EDDN
 OBERPFAFFENHOFEN ,EDMO
 OPIN             ,    
 PADERBORN/LIPPST ,EDLP
 PAROW            ,EDCP
 PFERDSFELD (GER- ,ETSP
 PIRNA-PRATZSCHWI ,EDAR
 RAMSTEIN (USAFB) ,ETAR
 RHEINE/BENTLAGE  ,ETHE
 ROTENBURG        ,ETGQ
 ROTH (GER-ARMY)  ,ETHR
 SAARBRUECKEN     ,EDDR
 SCHLESWIG        ,    
 SCHLESWIG(GER-NA ,ETNS
 SCHWAEBISCH HALL ,EDTY
 SCHWERIN-PARCHIM ,EDOP
 SEMBACH (USAFB)  ,EDAS
 SEMBACH (USAFB)  ,ETAS
 SIEGERLAND       ,EDGS
 SPANGDAHLEM (USA ,ETAD
 STUTTGART/ECHTER ,EDDS
 STUTTGART/SCHNAR ,    
 TROLLENHAGEN     ,ETNU
 WAHNSDORF        ,    
 WESTERLAND/SYLT  ,EDXW
 WIESBADEN (USA-A ,ETOU
 WITTMUNDHAVEN(GA ,ETNT
 WITTSTOCK        ,ETGW
 WUNSTORF (GER-AF ,ETNW
 ZWEIBRUCKEN      ,EDRZ
 AMARI AIR BASE   ,EEEI
 KARDLA           ,EEKA
 KURESSAARE       ,EEKE
 PARNU            ,EEPU
 TALLINN          ,EETN
 TARTU            ,EETU
 AHTARI           ,EFHT
 ENONTEKIO        ,EFET
 HAILUOTO ISLAND  ,EFHL
 HALLI (FIN-AFB)  ,EFHA
 HELSINKI/MALMI   ,EFHF
 HELSINKI/VANTAA  ,EFHK
 ILMAJOKI         ,EFIL
 IVALO            ,EFIV
 JOENSUU          ,EFJO
 JOKIOINEN        ,    
 JYVASKYLA (MIL/C ,EFJY
 KAJAANI          ,EFKI
 KAUHAVA (FIN-AFB ,EFKA
 KEMI             ,EFKE
 KITTILA          ,EFKT
 KRUUNUPYY        ,EFKK
 KUOPIO (MIL/CIV) ,EFKU
 KUUSAMO          ,EFKS
 LAPPEENRANTA     ,EFLP
 LUOSTO FELL      ,    
 MARIEHAMN/ALAND  ,EFMA
 MIKKELI          ,EFMI
